journal,title,year,doi,novel_taxon,geography,age1,age2
JVP,"A new ektopodontid possum (Diprotodontia, Ektopodontidae) from the Oligocene of central Australia, and its implications for phalangeroid interrelationships",2023,10.1080/02724634.2023.2171299,Chunia pledgei,Australia,Cenozoic,Oligocene
JVP,"A new species of Pinnarctidion from the Pysht Formation of Washington State (U.S.A.) and a phylogenetic analysis of basal pan-pinnipeds (Eutheria, Carnivora)",2023,10.1080/02724634.2023.2178930,Pinnarctidion iverseni,United States,Cenozoic,Oligocene
JVP,"A new phytosaur species (Archosauriformes) from the Upper Triassic of Jameson Land, central East Greenland",2023,10.1080/02724634.2023.2181086,Mystriosuchus alleroq,Greenland,Mesozoic,Triassic
JVP,"A new proterotheriid (Mammalia, Litopterna) from the Salla Beds of Bolivia (upper Oligocene): phylogeny and litoptern patellar pit knee locks",2023,10.1080/02724634.2022.2162409,Promylophis cifellii,Bolivia,Cenozoic,Oligocene
JVP,"The first southern hemisphere occurrence of the extinct Cretaceous sclerorhynchoid sawfish Ptychotrygon (Chondrichthyes, Batoidea), with a review of Ptychotrygon taxonomy",2023,10.1080/02724634.2022.2162411,Ptychotrygon ameghinorum,Argentina,Mesozoic,Cretaceous
JVP,"An exquisitely preserved skeleton of Eoarctos vorax (nov. gen. et sp.) from Fitterer Ranch, North Dakota (early Oligocene) and systematics and phylogeny of North American early arctoids (Carnivora, Caniformia)",2023,10.1080/02724634.2022.2145900,Eoarctos vorax ,United States,Cenozoic,Oligocene
JVP,Dedication,2023,10.1080/02724634.2022.2169413,,,,
JVP,"Lophionotus parnaibensis, sp. nov. (Semionotiformes, Semionotidae) in the Upper Jurassic of the Parnaíba Basin, northeastern Brazil",2022,10.1080/02724634.2021.1994983,Lophionotus parnaibensis,Brazil,Mesozoic,Jurassic
JVP,"A new ornithopod dinosaur, Transylvanosaurus platycephalus gen. et sp. nov. (Dinosauria: Ornithischia), from the Upper Cretaceous of the Haţeg Basin, Romania",2022,10.1080/02724634.2022.2133610,Transylvanosaurus platycephalus,Romania,Mesozoic,Cretaceous
JVP,"Aragonictis araid, gen. et sp. nov., a small-sized hypercarnivore (Carnivora, Mustelidae) from the upper middle Miocene of the Iberian Peninsula (Spain)",2022,10.1080/02724634.2021.2005615,Aragonictis araid,Spain,Cenozoic,Miocene
JVP,"The eldest grandmother, late Miocene †Jenynsia herbsti sp. nov. (Teleostei, Cyprinodontiformes), and the early diversification of the Anablepidae",2022,10.1080/02724634.2022.2039168,Jenynsia herbsti,Argentina,Cenozoic,Miocene
JVP,"A new madtsoiid snake from the Paleogene of South America (northwestern Argentina), based on an articulated postcranial skeleton",2022,10.1080/02724634.2022.2128687,Powellophis andina,Argentina,Cenozoic,Paleocene
JVP,"New data on the Miocene vertebrate assemblage of the Zaysan Basin (Central Asia) with implications for biostratigraphy, paleoecology, and paleobiogeography",2022,10.1080/02724634.2022.2139183,,,,
JVP,"A new beardfish (Teleostei, Polymixiiformes) from the Eocene Fur Formation, Denmark",2022,10.1080/02724634.2022.2142914,Polyspinatus fluere,Denmark,Cenozoic,Eocene
JVP,A late Turolian giant panda from Bulgaria and the early evolution and dispersal of the panda lineage,2022,10.1080/02724634.2021.2054718,Agriarctos nikolovi,Bulgaria,Cenozoic,Miocene
JVP,"A sauropod from the Lower Jurassic La Quinta Formation (Dept. Cesar, Colombia) and the initial diversification of eusauropods at low latitudes",2022,10.1080/02724634.2021.2077112,Perijasaurus lapaz,Colombia,Mesozoic,Jurassic
JVP,New enchodontoid fish (Teleostei: Aulopiformes) from the Late Cretaceous of Lebanon,2022,10.1080/02724634.2022.2101370,Spinascutichthys pankowskiae,Lebanon,Mesozoic,Cretaceous
JVP,"Hybodontiform shark remains (Chondrichthyes, Elasmobranchii) from the Lower Triassic of Yunnan Province, China, with comments on hybodontiform diversity across the PTB",2022,10.1080/02724634.2022.2108712,Parvodus huizodus,China,Mesozoic,Triassic
JVP,"The postcranial skeleton of the gliding reptile Coelurosauravus elivensis Piveteau, 1926 (Diapsida, Weigeltisauridae) from the late Permian of Madagascar",2022,10.1080/02724634.2022.2108713,,,,
JVP,"A new lanternfish (Myctophiformes, Myctophidae) from the Middle Miocene Duho Formation, South Korea",2022,10.1080/02724634.2022.2121924,Stenobrachius sangsunii,South Korea,Cenozoic,Miocene
JVP,When did hyenas start transporting carrion? Tracing back the origins of scavenging durophagous hyenas,2022,10.1080/02724634.2021.2047990,,,,
JVP,A new bauriamorph therocephalian adds a novel component to the Lower Triassic tetrapod assemblage of the Fremouw Formation (Transantarctic Basin) of Antarctica,2022,10.1080/02724634.2021.2081510,Notictoides absens,Antarctica,Mesozoic,Triassic
JVP,"New fossils from the London Clay show that the Eocene Masillaraptoridae are stem group representatives of falcons (Aves, Falconiformes)",2022,10.1080/02724634.2021.2083515,Danielsraptor phorusrhacoides,United Kingdom,Cenozoic,Eocene
JVP,"New stegosaurs from the Middle Jurassic Lower Member of the Shaximiao Formation of Chongqing, China",2022,10.1080/02724634.2021.1995737,Bashanosaurus primitivus,China,Mesozoic,Jurassic
JVP,"Vertebrate paleontology of the Cloverly Formation (Lower Cretaceous), III: a new species of Albanerpeton, with biogeographic and paleoecological implications",2022,10.1080/02724634.2021.2003372,Albanerpeton ektopistikon,United States,Mesozoic,Cretaceous
JVP,"A new species of Dryornis (Aves, Cathartiformes) from the Santa Cruz Formation (lower Miocene), Patagonia, Argentina",2022,10.1080/02724634.2021.2008411,Dryornis hatcheri,Argentina,Cenozoic,Miocene
JVP,"A new Toxodontidae (Mammalia, Notoungulata) from the upper Pliocene–lower Pleistocene of Uruguay",2022,10.1080/02724634.2021.2023167,Charruatoxodon uruguayensis,Uruguay,Cenozoic,Pleistocene
JVP,Allometric analysis sheds light on the systematics and ontogeny of anurognathid pterosaurs,2022,10.1080/02724634.2021.2028796,Cascocauda rong,China,Mesozoic,Jurassic
JVP,Down to the roots of lemmings: a new species of basal lemming from the upper Pliocene of West Siberia,2022,10.1080/02724634.2021.2036173,Tobienia fejfari,Russia,Cenozoic,Pliocene
JVP,"New material and diagnosis of a new taxon of alvarezsaurid (Dinosauria, Theropoda) from the Upper Cretaceous Bissekty Formation of Uzbekistan",2022,10.1080/02724634.2021.2036174,Dzharaonyx eski,Uzbekistan,Mesozoic,Cretaceous
JVP,First definitive abelisaurid theropod from the Late Cretaceous of Northwestern Argentina,2022,10.1080/02724634.2021.2002348,Guemesia ochoai,Argentina,Mesozoic,Cretaceous
JVP,"The neurocranium of Ekweeconfractus amorui gen. et sp. nov. (Hyaenodonta, Mammalia) and the evolution of the brain in some hyaenodontan carnivores",2021,10.1080/02724634.2021.1927748,Ekweeconfractus amorui,Kenya,Cenozoic,Miocene
JVP,"Catutosaurus gaspariniae , gen. et sp. nov. (Ichthyosauria, Thunnosauria) of the Upper Jurassic of Patagonia and the evolution of the ophthalmosaurids",2021,10.1080/02724634.2021.1922427,Catutosaurus gaspariniae,Argentina,Mesozoic,Jurassic
JVP,"Habitat of the giant pterosaur Quetzalcoatlus Lawson 1975 (Pterodactyloidea: Azhdarchoidea): a paleoenvironmental reconstruction of the Javelina Formation (Upper Cretaceous), Big Bend National Park, Texas",2021,10.1080/02724634.2019.1593184,,,,
JVP,"The discovery, local distribution, and curation of the giant azhdarchid pterosaurs from Big Bend National Park",2021,10.1080/02724634.2020.1780599,,,,
JVP,Morphology and taxonomy of Quetzalcoatlus Lawson 1975 (Pterodactyloidea: Azhdarchoidea),2021,10.1080/02724634.2021.1907587,Quetzalcoatlus lawsoni,United States,Mesozoic,Cretaceous
JVP,Morphology and taxonomy of Quetzalcoatlus Lawson 1975 (Pterodactyloidea: Azhdarchoidea),2021,10.1080/02724634.2021.1907587,Wellnhopterus brevirostris,United States,Mesozoic,Cretaceous
JVP,"A new genus of Interatheriinae (Interatheriidae, Notoungulata) from the Santa Cruz Formation (early–middle Miocene), Santa Cruz Province, Argentina, and the revision of the genus Cochilius Ameghino, 1902",2021,10.1080/02724634.2021.1956940,,,,
JVP,A new ornithuromorph bird from the Lower Cretaceous of South America,2021,10.1080/02724634.2021.1988623,Kaririavis mater,Brazil,Mesozoic,Cretaceous
JVP,"New fossil remains from Bang Mark locality, Krabi Basin, southern Thailand",2021,10.1080/02724634.2021.1988624,Geniokeryx nanus,Thailand,Cenozoic,Eocene
JVP,"New fossil remains from Bang Mark locality, Krabi Basin, southern Thailand",2021,10.1080/02724634.2021.1988624,Eomoropus meridiorientalis,Thailand,Cenozoic,Eocene
JVP,"The youngest pangolin (Mammalia, Pholidota) from Europe",2021,10.1080/02724634.2021.1990075,Smutsia olteniensis,Romania,Cenozoic,Pleistocene
JVP,"Re-assessment of the Late Jurassic eusauropod dinosaur Hudiesaurus sinojapanorum Dong, 1997, from the Turpan Basin, China, and the evolution of hyper-robust antebrachia in sauropods",2021,10.1080/02724634.2021.1994414,Rhomaleopakhus turpanensis,China,Mesozoic,Jurassic
JVP,A new extinct species of Margarobyas (Strigiformes) and the evolutionary history of the endemic Cuban bare-legged owl (M. lawrencii),2021,10.1080/02724634.2021.1995869,Margarobyas abronensis,Cuba,Cenozoic,Pleistocene
JVP,"New species of Yuomys (Rodentia, Ctenodactyloidea) from the upper Eocene of eastern Ningxia, China",2021,10.1080/02724634.2021.1938099,Yuomys robustus,China,Cenozoic,Eocene
JVP,"A new species of crested pterosaur (Pterodactyloidea, Anhangueridae) from the Lower Cretaceous (upper Albian) of Richmond, North West Queensland, Australia",2021,10.1080/02724634.2021.1946068,Thapunngaka shawi,Australia,Mesozoic,Cretaceous
JVP,"Ornithopod jaws from the Lower Cretaceous Eumeralla Formation, Victoria, Australia, and their implications for polar neornithischian dinosaur diversity",2021,10.1080/02724634.2021.1946551,,,,
JVP,"New early late Miocene species of Vishnuonyx (Carnivora, Lutrinae) from the hominid locality of Hammerschmiede, Bavaria, Germany",2021,10.1080/02724634.2021.1948858,Vishnuonyx neptuni,Germany,Cenozoic,Miocene
JVP,A giant Oligocene fossil penguin from the North Island of New Zealand,2021,10.1080/02724634.2021.1953047,Kairuku waewaeroa,New Zealand,Cenozoic,Oligocene
JVP,"A new species of Eusthenodon (Sarcopterygii, Tristichopteridae) from the Upper Devonian (Famennian) of Pennsylvania, U.S.A., and a review of Eusthenodon taxonomy",2021,10.1080/02724634.2021.1976197,Eusthenodon bourdoni,United States,Paleozoic,Devonian
JVP,A new sebecid mesoeucrocodylian from the Paleocene of northwestern Argentina,2021,10.1080/02724634.2021.1979020,Sebecus ayrampu,Argentina,Cenozoic,Paleocene
JVP,"A new species of claroteid catfish (Siluriformes: Claroteidae) from the Eocene of Egypt, (Africa) indicates continental differences in tempo of catfish evolution",2021,10.1080/02724634.2021.1979021,Clarotes eocenicus,Egypt,Cenozoic,Eocene
JVP,"From toad to frog, a CT-based reconsideration of Bufo servatus, an Eocene anuran mummy from Quercy (France)",2021,10.1080/02724634.2021.1989694,,,,
JVP,"A new baenid turtle, Palatobaena knellerorum sp. nov., from the lower Paleocene (Danian) Denver Formation of south-central Colorado, U.S.A.",2021,10.1080/02724634.2021.1925558,Palatobaena knellerorum,United States,Cenozoic,Paleocene
JVP,Scarce ctenacanthiform sharks from the Mississippian of Austria with an analysis of Carboniferous elasmobranch diversity in response to climatic and environmental changes,2021,10.1080/02724634.2021.1925902,Cladodus gailensis,Austria,Paleozoic,Carboniferous
JVP,"A new Triodus shark species (Xenacanthidae, Xenacanthiformes) from the lowermost Permian of France and its paleobiogeographic implications",2021,10.1080/02724634.2021.1926470,Triodus aeduorum,France,Paleozoic,Permian
JVP,"New late Oligocene caviomorph rodents from Mendoza Province, central-western Argentina",2021,10.1080/02724634.2021.1929264,Asteromys puelche,Argentina,Cenozoic,Oligocene
JVP,A new large gomphodont from the Triassic of South Africa and its implications for Gondwanan biostratigraphy,2021,10.1080/02724634.2021.1929265,Impidens hancoxi,South Africa,Mesozoic,Triassic
JVP,A new diapsid with a unique tooth structure from the Middle Triassic (Ladinian) of Germany,2021,10.1080/02724634.2021.1929268,Stauromatodon mohli ,Germany,Mesozoic,Triassic
JVP,Youngest jalodontid shark from the Triassic of Europe and a revision of the Jalodontidae,2021,10.1080/02724634.2021.1931259,,,,
JVP,An Upper Triassic terrestrial vertebrate assemblage from the forgotten Kocury locality (Poland) with a new aetosaur taxon,2021,10.1080/02724634.2021.1898977,Kocurypelta silvestris,Poland,Mesozoic,Triassic
JVP,"The earliest recorded fossil pelican, recovered from the late Eocene of Wadi Al-Hitan, Egypt",2021,10.1080/02724634.2021.1903910,Eopelecanus aegyptiacus,Egypt,Cenozoic,Eocene
JVP,New Leptolophus (Palaeotheriidae) species from the Iberian Peninsula and early evidence of hypsodonty in an Eocene perissodactyl,2021,10.1080/02724634.2021.1912061,Leptolophus cuestai,Spain,Cenozoic,Eocene
JVP,New Leptolophus (Palaeotheriidae) species from the Iberian Peninsula and early evidence of hypsodonty in an Eocene perissodactyl,2021,10.1080/02724634.2021.1912061,Leptolophus franzeni,Spain,Cenozoic,Eocene
JVP,"A new plastomenid trionychid turtle, Plastomenus joycei , sp. nov., from the earliest Paleocene (Danian) Denver Formation of south-central Colorado, U.S.A.",2021,10.1080/02724634.2021.1913600,Plastomenus joycei,United States,Cenozoic,Paleocene
JVP,A new glirid-like cricetid from the lower Oligocene of Southern China,2021,10.1080/02724634.2021.1917587,Caecocricetodon yani,China,Cenozoic,Oligocene
JVP,"A new furileusaurian abelisaurid from La Invernada (Upper Cretaceous, Santonian, Bajo de la Carpa Formation), northern Patagonia, Argentina",2021,10.1080/02724634.2020.1877151,Llukalkan aliocranianus,Argentina,Mesozoic,Cretaceous
JVP,"Systematic reassessment of Edaphodon eyrensis Long, 1985 (Holocephali, Chimaeroidei) from the Early Cretaceous of South Australia",2021,10.1080/02724634.2020.1884564,,,,
JVP,Functional morphology of Wakaleo postcrania from the middle to late Miocene of central Australia reveals new insights in the evolution of marsupial hypercarnivores,2021,10.1080/02724634.2021.1878203,,,,
JVP,"A new lizard-like reptile from the Upper Triassic (Carnian) of Virginia and the Triassic record of Lepidosauromorpha (Diapsida, Sauria)",2021,10.1080/02724634.2021.1879102,Vinitasaura lizae,United States,Mesozoic,Triassic
JVP,"†Neilpeartia ceratoi, gen. et sp. nov., a new frogfish from the Eocene of Bolca, Italy",2020,10.1080/02724634.2020.1778711,Neilpeartia ceratoi,Italy,Cenozoic,Eocene
JVP,"Taoheodon baizhijuni, gen. et sp. nov. (Anomodontia, Dicynodontoidea), from the upper Permian Sunjiagou Formation of China and its implications",2020,10.1080/02724634.2020.1762088,Taoheodon baizhijuni,China,Paleozoic,Permian
JVP,"Scaphokogia totajpe, sp. nov., a new bulky-faced pygmy sperm whale (Kogiidae) from the late Miocene of Peru",2020,10.1080/02724634.2019.1728538,Scaphokogia totajpe,Peru,Cenozoic,Miocene
JVP,"Golunda aouraghei, sp. nov., the last representative of the genus Golunda in Africa",2020,10.1080/02724634.2019.1742726,Golunda aouraghei,Morocco,Cenozoic,
JVP,"Kholumolumo ellenbergerorum, gen. et sp. nov., a new early sauropodomorph from the lower Elliot Formation (Upper Triassic) of Maphutseng, Lesotho",2020,10.1080/02724634.2019.1732996,Kholumolumo ellenbergerorum,Lesotho,Mesozoic,Triassic
JVP,"Introduction to Adalatherium hui (Gondwanatheria, Mammalia) from the Late Cretaceous of Madagascar",2020,10.1080/02724634.2020.1805455,,,,
JVP,"The Late Jurassic sauropod dinosaur ‘Morosaurus’ agilis Marsh, 1889 reexamined and reinterpreted as a dicraeosaurid",2020,10.1080/02724634.2020.1780600,,,,
JVP,"Geologically Oldest Pediomyoidea (Mammalia, Marsupialiformes) from the Late Cretaceous of North America, with Implications for Taxonomy and Diet of Earliest Late Cretaceous Mammals",2020,10.1080/02724634.2020.1835935,Scalaria martini,United States,Mesozoic,Cretaceous
JVP,"Geologically Oldest Pediomyoidea (Mammalia, Marsupialiformes) from the Late Cretaceous of North America, with Implications for Taxonomy and Diet of Earliest Late Cretaceous Mammals",2020,10.1080/02724634.2020.1835935,Scalaria aquilana,United States,Mesozoic,Cretaceous
JVP,"Geologically Oldest Pediomyoidea (Mammalia, Marsupialiformes) from the Late Cretaceous of North America, with Implications for Taxonomy and Diet of Earliest Late Cretaceous Mammals",2020,10.1080/02724634.2020.1835935,Aquiladelphis analetris,United States,Mesozoic,Cretaceous
JVP,"Geologically Oldest Pediomyoidea (Mammalia, Marsupialiformes) from the Late Cretaceous of North America, with Implications for Taxonomy and Diet of Earliest Late Cretaceous Mammals",2020,10.1080/02724634.2020.1835935,Glasbius piceanus,United States,Mesozoic,Cretaceous
JVP,"Early Pliocene Desmaninae (Mammalia, Talpidae) from Southern Spain and the Origin of the Genus Desmana",2020,10.1080/02724634.2020.1835936,Desmana marci,Spain,Cenozoic,Pliocene
JVP,Insights on the Dental Evolution of Walruses Based on New Fossil Specimens from California,2020,10.1080/02724634.2020.1833896 ,Pontolis barroni,United States,Cenozoic,Miocene
JVP,Insights on the Dental Evolution of Walruses Based on New Fossil Specimens from California,2020,10.1080/02724634.2020.1833896 ,Pontolis kohnoi,United States,Cenozoic,Miocene
JVP,Insights on the Dental Evolution of Walruses Based on New Fossil Specimens from California,2020,10.1080/02724634.2020.1833896 ,Osodobenus eodon,United States,Cenozoic,Miocene
JVP,A Basal Nonmammaliaform Cynodont from the Permian of Zambia and the Origins of Mammalian Endocranial and Postcranial Anatomy,2020,10.1080/02724634.2020.1827413,Nshimbodon muchingaensis,Zambia,Paleozoic,Permian
JVP,A Transitional Mammalian Carnivore Community from the Paleogene–Neogene Boundary in Northern Kenya,2020,10.1080/02724634.2020.1833895,Jinomrefu lakwanza,Kenya,Cenozoic,
JVP,Using Manual Ungual Morphology to Predict Substrate Use in the Drepanosauromorpha and the Description of a New Species,2020,10.1080/02724634.2020.1810058,Skybalonyx skapter,United States,Mesozoic,Triassic
JVP,"The Dawn of Desmatophocidae: A New Species of Basal Desmatophocid Seal (Mammalia, Carnivora) from the Miocene of Oregon, U.S.A.",2020,10.1080/02724634.2020.1789867,Eodesmus condoni,United States,Cenozoic,Miocene
JVP,A New Lungfish from the Jurassic of Thailand,2020,10.1080/02724634.2020.1791895,Ferganoceratodus annekempae ,Thailand,Mesozoic,Jurassic
JVP,A European Cenozoic ‘Macrobaenid:’ New Data about the Paleocene Arrival of Several Turtle Lineages to Europe,2020,10.1080/02724634.2020.1795874,Gallica lapparentiana,France,Cenozoic,Paleocene
JVP,Revision of the Early Permian Dissorophid ‘Dissorophus’ Angustus (Temnospondyli: Dissorophoidea),2020,10.1080/02724634.2020.1801704,,,,
JVP,New Cichlid Fossils from the Middle-Late Miocene Alkaline Lakes of Africa,2020,10.1080/02724634.2020.1805621,Rebekkachromis valyricus,Kenya,Cenozoic,Miocene
JVP,New Cichlid Fossils from the Middle-Late Miocene Alkaline Lakes of Africa,2020,10.1080/02724634.2020.1805621,Rebekkachromis vancouveringae,Kenya,Cenozoic,Miocene
JVP,An Enigmatic Neodiapsid Reptile from the Middle Triassic of England,2020,10.1080/02724634.2020.1781143,Feralisaurus corami,United Kingdom,Mesozoic,Triassic
JVP,"A New Prozostrodontian Cynodont (Eucynodontia, Probainognathia) from the Upper Triassic of Southern Brazil",2020,10.1080/02724634.2020.1782415 ,Agudotherium gassenae,Brazil,Mesozoic,Triassic
JVP,"New Erinaceidae (Eulipotyphla, Mammalia) from the Middle Miocene of Mae Moh, Northern Thailand",2020,10.1080/02724634.2020.1783277,Lantanotherium anthrace,Thailand,Cenozoic,Miocene
JVP,Redescription and Phylogenetic Assessment of ‘Prognathodon’ Stadtmani: Implications for Globidensini Monophyly and Character Homology in Mosasaurinae,2020,10.1080/02724634.2020.1784183,,,,
JVP,"A New Ladinian Nothosauroid (Sauropterygia) from Fuyuan, Yunnan Province, China",2020,10.1080/02724634.2020.1789651,Brevicaudosaurus jiyangshanensis,China,Mesozoic,Triassic
JVP,"Description of a New Species of Fossil Ceratophrys (Anura: Ceratophryidae) From Versalles Cave, São Paulo, Brazil",2020,10.1080/02724634.2020.1811293,Ceratophrys sagani,Brazil,Cenozoic,
JVP,A New Look at Carboniferous Rhizodontid Humeri (Sarcopterygii; Tetrapodomorpha),2020,10.1080/02724634.2020.1813150,Rossichthys clackae,Scotland,Paleozoic,Carboniferous
JVP,A New Species of Fossil Lungfish (Osteichthyes: Dipnoi) from the Cretaceous of Australia,2020,10.1080/02724634.2020.1822369,Neoceratodus potkooroki,Australia,Mesozoic,Cretaceous
JVP,"Skeleton of a new owl from the early Eocene of North America (Aves, Strigiformes) with an accipitrid-like foot morphology",2020,10.1080/02724634.2020.1769116,Primoptynx poliotauros,United States,Cenozoic,Eocene
JVP,"Metaceratodus baibianorum, a new dipnoan species from the Upper Cretaceous of southern South America supported by traditional and geometric morphometric analyses",2020,10.1080/02724634.2020.1769640,Metaceratodus baibianorum,Argentina,Mesozoic,Cretaceous
JVP,"New halecomorph (Actinopterygii, Neopterygii) from the Nusplingen Lithographic Limestone (Upper Jurassic, Late Kimmeridgian), Germany",2020,10.1080/02724634.2020.1771348,Sanctusichthys rieteri,Germany,Mesozoic,Jurassic
JVP,"A New Rhynchosaur (Reptilia, Archosauromorpha) from the Upper Triassic of Eastern North America",2020,10.1080/02724634.2020.1771568,Oryctorhynchus bairdi,United States,Mesozoic,Triassic
JVP,"A New Species of Megalichthys (Sarcopterygii, Megalichthyidae) from the Upper Devonian (Famennian) of Pennsylvania, U.S.A., and a Report on the Cosmine-Covered Osteolepiform Fossils of the Catskill Formation",2020,10.1080/02724634.2020.1774771 ,Megalichthys mullisoni,United States,Paleozoic,Devonian
JVP,The Pliocene canid Cerdocyon avius was not the type of fox that we thought,2020,10.1080/02724634.2020.1774889,,,,
JVP,"Paddlefish and sturgeon (Chondrostei: Acipenseriformes: Polyodontidae and Acipenseridae) from lower Paleocene deposits of Montana, U.S.A.",2020,10.1080/02724634.2020.1775091,Engdahlichthys milviaegis,United States,Cenozoic,Paleocene
JVP,"Early Cenozoic Cyprinoids (Ostariophysi: Cypriniformes: Cyprinidae and Danionidae) from Sumatra, Indonesia",2020,10.1080/02724634.2020.1762627,Sangkarewangia sumatranus,Indonesia,Cenozoic,Eocene
JVP,"Early Cenozoic Cyprinoids (Ostariophysi: Cypriniformes: Cyprinidae and Danionidae) from Sumatra, Indonesia",2020,10.1080/02724634.2020.1762627,Hadromos sandersae,Indonesia,Cenozoic,Eocene
JVP,"Norisdelphis annakaensis, A new Miocene delphinid from Japan",2020,10.1080/02724634.2020.1762628,Norisdelphis annakaensis,Japan,Cenozoic,Miocene
JVP,A new archosauriform reptile with distinctive teeth from the Middle Triassic (Ladinian) of Germany,2020,10.1080/02724634.2020.1764968,Polymorphodon adorfi,Germany,Mesozoic,Triassic
JVP,A systematic review of the giant alligatoroid Deinosuchus from the Campanian of North America and its implications for the relationships at the root of Crocodylia,2020,10.1080/02724634.2020.1767638,Deinosuchus schwimmeri,United States,Mesozoic,Cretaceous
JVP,A new carcharodontosaurian theropod from the Lusitanian Basin: evidence of allosauroid sympatry in the European Late Jurassic,2020,10.1080/02724634.2020.1768106,Lusovenator santosi,Portugal,Mesozoic,Jurassic
JVP,"A New Genus of Chimaerid Fish (Holocephali, Chimaeridae) from the Upper Oligocene Sooke Formation of British Columbia, Canada",2020,10.1080/02724634.2020.1772275,Canadodus suntoki,Canada,Cenozoic,Oligocene
JVP,"Anatomy, Relationships, and Paleobiology of Cambaytherium (Mammalia, Perissodactylamorpha, Anthracobunia) from the lower Eocene of western India",2020,10.1080/02724634.2020.1761370,,,,
JVP,"An Oligocene tubeshoulder (Teleostei, Alepocephaliformes) from the Central Paratethys (Czech Republic): the first skeletal record for the family Platytroctidae",2020,10.1080/02724634.2019.1719123,Vachalia moraviensis,Czech Republic,Cenozoic,Oligocene
JVP,"New basal ruminants from the Eocene of the Pondaung Formation, Myanmar",2020,10.1080/02724634.2019.1722682,Paukkaungmeryx minutus,Myanmar,Cenozoic,Eocene
JVP,"New basal ruminants from the Eocene of the Pondaung Formation, Myanmar",2020,10.1080/02724634.2019.1722682,Stenomeryx bahinensis,Myanmar,Cenozoic,Eocene
JVP,Middle Jurassic Tracks of Sauropod Dinosaurs in a Deep Karst Cave in France,2020,10.1080/02724634.2019.1728286,Occitanopodus gandi,France,Mesozoic,Jurassic
JVP,"Systematics and paleobiology of Chiromyoides (Mammalia, Plesiadapidae) from the upper Paleocene of western North America and western Europe",2020,10.1080/02724634.2019.1730389,Chiromyoides kesiwah,United States,Cenozoic,Paleocene
JVP,"A Detailed description of Rugarhynchos sixmilensis, gen. et comb. nov. (Archosauriformes, Proterochampsia), and cranial convergence in snout elongation across stem and crown archosaurs",2020,10.1080/02724634.2019.1748042,,,,
JVP,"A new species of the carnivorous cynodont Chiniquodon (Cynodontia, Chiniquodontidae) from the Namibian Triassic",2020,10.1080/02724634.2019.1754231,Chiniquodon omaruruensis,Namibia,Mesozoic,Triassic
JVP,"Seabirds (Aves) from the Pleistocene Kazusa and Shimosa groups, central Japan",2020,10.1080/02724634.2019.1697277,,,,
JVP,"A new species of Trichechus Linnaeus, 1758 (Sirenia, Trichechidae), from the upper Pleistocene of southwestern Amazonia, and the evolution of Amazonian manatees",2020,10.1080/02724634.2019.1697882,Trichechus hesperamazonicus,Brazil,Cenozoic,Pleistocene
JVP,"The apex of amphicyonid hypercarnivory: solving the riddle of Agnotherium antiquum Kaup, 1833 (Mammalia, Carnivora)",2020,10.1080/02724634.2019.1705848,,,,
JVP,"A new Miocene turtle from Colombia sheds light on the evolutionary history of the extant genus Mesoclemmys Gray, 1873",2020,10.1080/02724634.2019.1716777,Mesoclemmys vanegasorum,Colombia,Cenozoic,Miocene
JVP,"A new fairy armadillo (Cingulata, Chlamyphorinae) from the upper Miocene of Argentina: first fossil record of the most enigmatic Xenarthra",2020,10.1080/02724634.2019.1716778,Chlamyphractus dimartinoi,Argentina,Cenozoic,Miocene
JVP,"Small carnivoran fauna of the Mascall Formation, Crooked River Basin, central Oregon",2020,10.1080/02724634.2019.1717506,Cryptailurus tinaynakti,United States,Cenozoic,Miocene
